Country,Year,Status,Adult_Mortality,Alcohol,Hepatitis_B,Measles,BMI,Under-Five_Deaths,Polio,Total_Expenditure,Diphtheria,HIV/AIDS,GDP,Population,Thinness__1-19_Years,Income_Composition_Of_Resources,Schooling,Smoking_Rate
Algeria,2003.0,0.0,146.0,0.34,79.8,15374.0,47.0,23.0,87.0,3.6,87.0,0.1,294.33556,3243514.0,6.3,0.663,11.5,22.54
Algeria,2004.0,0.0,14.0,0.45,81.0,3289.0,47.9,23.0,86.0,3.54,86.0,0.1,2598.9823,3283196.0,6.2,0.673,11.7,22.42
Algeria,2005.0,0.0,136.0,0.5,83.0,2302.0,48.9,22.0,88.0,3.24,88.0,0.1,31.122378,33288437.0,6.1,0.68,12.0,22.3
Algeria,2006.0,0.0,132.0,0.36,8.0,944.0,49.8,23.0,95.0,3.36,95.0,0.1,3464.6179,33777915.0,6.1,0.686,12.3,22.25
Algeria,2007.0,0.0,129.0,0.44,9.0,0.0,5.8,23.0,95.0,3.82,95.0,0.1,3935.183343,34376.0,6.0,0.69,12.3,22.2
Algeria,2008.0,0.0,126.0,0.46,91.0,217.0,51.8,23.0,92.0,4.2,93.0,0.1,495.254866,3486715.0,6.0,0.697,12.6,22.03333333333333
Algeria,2009.0,0.0,123.0,0.5,94.0,107.0,52.8,23.0,94.0,5.36,95.0,0.1,3868.83123,3546576.0,6.0,0.705,13.1,21.866666666666667
Algeria,2010.0,0.0,119.0,0.45,95.0,103.0,53.9,24.0,95.0,5.12,95.0,0.1,4463.394675,36117637.0,5.9,0.714,13.6,21.7
Algeria,2011.0,0.0,116.0,0.56,95.0,112.0,55.0,24.0,95.0,5.29,95.0,0.1,5432.2523,36819558.0,5.9,0.724,14.0,21.62
Algeria,2012.0,0.0,113.0,0.66,95.0,18.0,56.1,24.0,95.0,6.14,95.0,0.1,5564.82566,37565847.0,5.9,0.732,14.4,21.54
Algeria,2013.0,0.0,112.0,0.53,95.0,25.0,57.2,24.0,95.0,7.12,95.0,0.1,5471.866766,38338562.0,5.9,0.737,14.4,21.46
Algeria,2014.0,0.0,11.0,0.01,95.0,0.0,58.4,24.0,95.0,7.21,95.0,0.1,547.8517,39113313.0,6.0,0.741,14.4,21.38
Algeria,2015.0,0.0,19.0,7.692,95.0,63.0,59.5,24.0,95.0,9.0,95.0,0.1,4132.76292,39871528.0,6.0,0.743,14.4,21.3
Angola,2000.0,0.0,48.0,1.85,68.6,2219.0,15.4,160.0,3.0,2.79,28.0,2.0,555.2969419,1644924.0,1.9,0.382,4.6,18.85856
Angola,2001.0,0.0,44.0,2.58,70.2,9046.0,15.8,159.0,41.0,5.38,38.0,2.1,526.168743,16983266.0,1.7,0.391,5.1,18.3845516
Angola,2002.0,0.0,391.0,2.82,69.4,11945.0,16.3,157.0,37.0,3.63,41.0,2.3,711.181716,17572649.0,1.5,0.401,5.5,17.9105432
Angola,2003.0,0.0,388.0,3.49,70.8,1196.0,16.8,155.0,4.0,4.41,4.0,2.4,779.468356,1823369.0,1.4,0.406,5.9,17.4365348
Angola,2004.0,0.0,386.0,3.53,48.8,29.0,17.2,152.0,4.0,4.71,4.0,2.5,141.86844,18865716.0,1.2,0.415,6.4,16.962526399999998
Angola,2005.0,0.0,382.0,5.04,78.4,258.0,17.7,148.0,39.0,4.1,38.0,2.6,1443.991929,19552542.0,1.0,0.426,6.8,16.488518
Angola,2006.0,0.0,381.0,5.84,84.2,765.0,18.2,143.0,36.0,4.54,34.0,2.5,262.415149,2262399.0,9.8,0.439,7.2,16.091162
Angola,2007.0,0.0,375.0,6.35,73.0,1014.0,18.8,138.0,75.0,3.38,73.0,2.6,2878.837144,2997687.0,9.6,0.454,7.7,15.693806
Angola,2008.0,0.0,371.0,7.07,69.0,265.0,19.3,133.0,65.0,3.84,69.0,2.6,3868.578883,2175942.0,9.5,0.468,8.1,15.329243333333334
Angola,2009.0,0.0,369.0,7.01,61.0,2807.0,19.8,127.0,63.0,4.37,6.0,2.5,3347.84485,22549547.0,9.3,0.48,8.5,14.964680666666666
Angola,2010.0,0.0,365.0,7.8,77.0,1190.0,2.4,121.0,81.0,3.39,77.0,2.5,3529.53482,23369131.0,9.1,0.488,9.0,14.600118
Angola,2011.0,0.0,361.0,8.06,72.0,1449.0,21.0,115.0,73.0,3.38,71.0,2.5,4299.12889,24218565.0,8.9,0.495,9.4,14.2999744
Angola,2012.0,0.0,358.0,8.24,75.0,4458.0,21.5,110.0,75.0,3.3,75.0,2.6,4598.249988,259615.0,8.8,0.508,10.3,13.9998308
Angola,2013.0,0.0,355.0,8.1,77.0,8523.0,22.1,105.0,67.0,4.26,77.0,2.3,484.616884,2599834.0,8.6,0.523,11.4,13.6996872
Angola,2014.0,0.0,348.0,8.33,64.0,11699.0,22.7,101.0,68.0,3.31,64.0,2.0,479.31224,2692466.0,8.5,0.527,11.4,13.3995436
Angola,2015.0,0.0,335.0,2.0420000000000003,64.0,118.0,23.3,98.0,7.0,4.188000000000001,64.0,1.9,3695.793748,2785935.0,8.3,0.531,11.4,13.0994
Antigua and Barbuda,2000.0,0.0,156.0,7.27,94.8,0.0,38.2,0.0,96.0,4.13,95.0,0.1,9875.161736,1180334.4,3.7,0.291,4.4,9.5
Antigua and Barbuda,2001.0,0.0,154.0,7.51,96.0,0.0,38.9,0.0,99.0,4.48,97.0,0.1,9358.154162,6582132.4,3.6,0.291,4.4,9.36
Antigua and Barbuda,2002.0,0.0,153.0,7.21,99.0,0.0,39.5,0.0,93.0,4.41,98.0,0.1,9386.716452,539694.4,3.6,0.291,4.4,9.22
Antigua and Barbuda,2003.0,0.0,151.0,7.16,99.0,0.0,4.1,0.0,99.0,4.53,99.0,0.1,9739.82556,839821.8,3.5,0.291,4.4,9.08
Antigua and Barbuda,2004.0,0.0,149.0,7.28,97.0,0.0,4.8,0.0,97.0,4.21,97.0,0.1,1352.8374,5598607.4,3.5,0.291,4.4,8.940000000000001
Antigua and Barbuda,2005.0,0.0,147.0,8.15,99.0,0.0,41.4,0.0,98.0,4.41,99.0,0.1,11371.93895,2240192.8,3.5,0.291,4.4,8.8
Antigua and Barbuda,2006.0,0.0,145.0,8.93,99.0,0.0,42.0,0.0,99.0,4.34,99.0,0.1,12724.39377,1460822.6,3.4,0.773,14.7,8.65
Antigua and Barbuda,2007.0,0.0,144.0,8.64,97.0,0.0,42.6,0.0,98.0,4.27,99.0,0.1,14252.29452,3883752.2,3.4,0.781,14.5,8.5
Antigua and Barbuda,2008.0,0.0,142.0,8.27,98.0,0.0,43.2,0.0,99.0,4.69,99.0,0.1,1473.31923,877739.4,3.4,0.786,14.4,8.366666666666667
Antigua and Barbuda,2009.0,0.0,14.0,7.82,98.0,0.0,43.8,0.0,98.0,4.86,99.0,0.1,1312.46692,25421727.4,3.4,0.788,14.2,8.233333333333333
Antigua and Barbuda,2010.0,0.0,138.0,7.84,98.0,0.0,44.4,0.0,99.0,5.63,98.0,0.1,12126.87614,1519023.4,3.3,0.783,14.1,8.1
Antigua and Barbuda,2011.0,0.0,136.0,7.84,99.0,0.0,45.1,0.0,99.0,5.65,99.0,0.1,11929.34991,1791904.4,3.3,0.782,14.1,8.0
Antigua and Barbuda,2012.0,0.0,134.0,8.18,98.0,0.0,45.7,0.0,97.0,5.39,98.0,0.2,12565.44197,1783421.8,3.3,0.778,13.8,7.899999999999999
Antigua and Barbuda,2013.0,0.0,133.0,8.58,99.0,0.0,46.4,0.0,98.0,5.33,99.0,0.2,12224.86416,1519023.4,3.3,0.781,13.9,7.8
Antigua and Barbuda,2014.0,0.0,131.0,8.56,99.0,0.0,47.0,0.0,96.0,5.54,99.0,0.2,12888.29667,1316678.8,3.3,0.782,13.9,7.699999999999999
Antigua and Barbuda,2015.0,0.0,13.0,7.703999999999999,99.0,0.0,47.7,0.0,86.0,6.0280000000000005,99.0,0.2,13566.9541,9023870.0,3.3,0.784,13.9,7.6
Argentina,2000.0,0.0,137.0,7.68,96.4,6.0,54.0,14.0,88.0,9.0,83.0,0.1,7669.273916,3757452.0,1.2,0.764,15.0,34.3
Argentina,2001.0,0.0,138.0,7.76,93.8,0.0,54.6,13.0,85.0,9.0,83.0,0.1,717.694674,3747159.0,1.2,0.771,15.6,33.739999999999995
Argentina,2002.0,0.0,138.0,7.81,66.0,0.0,55.1,13.0,94.0,8.31,93.0,0.1,2579.193168,3788937.0,1.2,0.776,16.3,33.18
Argentina,2003.0,0.0,137.0,7.62,73.0,0.0,55.7,13.0,95.0,8.22,96.0,0.1,333.4376,3839379.0,1.2,0.77,16.4,32.62
Argentina,2004.0,0.0,13.0,7.63,81.0,0.0,56.3,12.0,91.0,6.84,98.0,0.1,4251.574348,38728696.0,1.1,0.775,16.3,32.06
Argentina,2005.0,0.0,127.0,7.53,88.0,0.0,56.9,12.0,95.0,6.85,98.0,0.1,576.883829,39145488.0,1.1,0.78,16.3,31.5
Argentina,2006.0,0.0,127.0,7.75,84.0,0.0,57.5,12.0,92.0,6.68,91.0,0.1,5878.76127,3955889.0,1.1,0.782,16.1,31.0
Argentina,2007.0,0.0,129.0,8.16,85.0,0.0,58.0,12.0,92.0,6.49,91.0,0.1,7193.61764,3997224.0,1.1,0.788,16.3,30.5
Argentina,2008.0,0.0,126.0,8.41,9.0,0.0,58.6,11.0,94.0,6.66,93.0,0.1,8953.359275,4382389.0,1.0,0.792,16.3,30.0
Argentina,2009.0,0.0,126.0,8.33,94.0,3.0,59.2,11.0,97.0,7.63,94.0,0.1,8161.36966,479947.0,1.0,0.794,16.5,29.5
Argentina,2010.0,0.0,121.0,8.15,94.0,17.0,59.8,11.0,95.0,6.55,94.0,0.1,1276.265,41223889.0,1.0,0.802,16.8,29.0
Argentina,2011.0,0.0,12.0,8.11,91.0,3.0,6.4,10.0,93.0,5.89,91.0,0.1,12726.9836,41656879.0,1.0,0.816,17.1,28.52
Argentina,2012.0,0.0,12.0,8.35,91.0,2.0,61.0,10.0,99.0,5.2,91.0,0.1,12969.7712,4296739.0,1.0,0.822,17.2,28.04
Argentina,2013.0,0.0,119.0,8.28,94.0,0.0,61.6,10.0,99.0,4.99,94.0,0.1,12976.63642,42539925.0,1.0,0.823,17.3,27.56
Argentina,2014.0,0.0,118.0,7.93,94.0,1.0,62.2,9.0,92.0,4.79,94.0,0.1,12245.25645,42981515.0,1.0,0.825,17.3,27.08
Argentina,2015.0,0.0,116.0,10.808,94.0,0.0,62.8,9.0,93.0,7.9079999999999995,94.0,0.1,13467.1236,43417765.0,1.0,0.826,17.3,26.6
Armenia,2000.0,0.0,142.0,2.9,55.0,15.0,47.1,1.0,96.0,6.25,93.0,0.1,622.7427477,369588.0,2.1,0.639,11.2,32.6
Armenia,2001.0,0.0,141.0,2.86,69.0,69.0,47.4,1.0,97.0,5.94,94.0,0.1,694.435119,35655.0,2.1,0.644,11.1,32.24
Armenia,2002.0,0.0,134.0,2.86,91.0,40.0,47.8,1.0,96.0,5.4,94.0,0.1,783.261699,333897.0,2.1,0.645,10.8,31.880000000000003
Armenia,2003.0,0.0,134.0,3.03,93.0,4.0,48.1,1.0,96.0,5.56,94.0,0.1,93.1661567,31786.0,2.0,0.657,10.8,31.52
Armenia,2004.0,0.0,132.0,3.81,91.0,1783.0,48.4,1.0,93.0,5.5,91.0,0.1,1191.96192,3612.0,2.0,0.668,10.9,31.16
Armenia,2005.0,0.0,137.0,4.25,91.0,2281.0,48.8,1.0,92.0,5.25,9.0,0.1,1643.758397,2981259.0,2.0,0.679,10.9,30.8
Armenia,2006.0,0.0,141.0,4.01,78.0,137.0,49.2,1.0,87.0,4.58,87.0,0.1,2158.299,29585.0,2.0,0.692,11.2,30.4
Armenia,2007.0,0.0,132.0,3.99,85.0,1.0,49.7,1.0,9.0,4.31,88.0,0.1,3138.8873,293356.0,2.0,0.707,11.7,30.0
Armenia,2008.0,0.0,14.0,3.96,89.0,0.0,5.1,1.0,91.0,3.8,89.0,0.1,41.26997,29822.0,2.0,0.721,12.3,29.6
Armenia,2009.0,0.0,137.0,3.96,93.0,0.0,5.7,1.0,94.0,4.55,93.0,0.1,2993.832531,2888584.0,2.0,0.725,11.9,29.2
Armenia,2010.0,0.0,132.0,4.23,94.0,2.0,51.2,1.0,96.0,4.56,94.0,0.1,3218.381655,2877311.0,2.0,0.72,12.3,28.8
Armenia,2011.0,0.0,128.0,4.09,95.0,0.0,51.9,1.0,96.0,3.71,95.0,0.1,3526.978143,2875581.0,2.0,0.729,12.7,28.48
Armenia,2012.0,0.0,121.0,3.89,95.0,0.0,52.6,1.0,96.0,4.48,95.0,0.1,3684.8481,2881922.0,2.0,0.732,12.7,28.16
Armenia,2013.0,0.0,123.0,3.79,95.0,10.0,53.3,1.0,96.0,4.55,95.0,0.1,3843.591213,289359.0,2.1,0.736,12.7,27.84
Armenia,2014.0,0.0,12.0,3.91,93.0,13.0,54.1,1.0,95.0,4.48,93.0,0.1,3994.712355,29622.0,2.1,0.739,12.7,27.52
Armenia,2015.0,0.0,118.0,2.556,94.0,33.0,54.9,1.0,96.0,8.364,94.0,0.1,369.654776,291695.0,2.1,0.741,12.7,27.2
Australia,2000.0,1.0,78.0,10.17,97.8,108.0,58.2,2.0,9.0,8.8,9.0,0.1,2169.921,19153.0,0.7,0.897,19.0,24.5
Australia,2001.0,1.0,75.0,9.53,94.0,141.0,59.0,2.0,91.0,8.18,92.0,0.1,19517.84168,19413.0,0.7,0.899,19.0,23.84
Australia,2002.0,1.0,73.0,9.84,95.0,32.0,59.6,2.0,92.0,8.39,92.0,0.1,281.81763,196514.0,0.7,0.902,19.0,23.18
Australia,2003.0,1.0,71.0,9.97,95.0,91.0,6.3,1.0,92.0,8.32,93.0,0.1,23465.38559,198954.0,0.7,0.905,19.0,22.52
Australia,2004.0,1.0,69.0,9.84,95.0,70.0,6.9,1.0,92.0,8.57,92.0,0.1,3472.37977,21274.0,0.7,0.908,19.0,21.86
Australia,2005.0,1.0,67.0,10.3,95.0,10.0,61.5,2.0,92.0,8.45,92.0,0.1,3416.71483,23948.0,0.7,0.91,19.0,21.2
Australia,2006.0,1.0,66.0,10.31,95.0,0.0,62.0,2.0,92.0,8.49,92.0,0.1,36118.28381,26979.0,0.7,0.915,19.0,20.6
Australia,2007.0,1.0,66.0,10.56,94.0,11.0,62.5,2.0,92.0,8.53,92.0,0.1,4991.98289,28276.0,0.7,0.918,19.0,20.0
Australia,2008.0,1.0,66.0,10.76,94.0,65.0,62.9,1.0,92.0,8.78,92.0,0.1,49664.6854,212492.0,0.7,0.921,19.0,19.466666666666665
Australia,2009.0,1.0,66.0,10.62,94.0,104.0,63.4,1.0,92.0,9.0,92.0,0.1,42742.99898,216917.0,0.7,0.925,19.0,18.933333333333334
Australia,2010.0,1.0,64.0,10.52,92.0,70.0,63.9,1.0,92.0,9.0,92.0,0.1,51874.848,223175.0,0.7,0.927,19.0,18.4
Australia,2011.0,1.0,63.0,10.3,92.0,190.0,64.4,1.0,92.0,9.0,92.0,0.1,62245.129,223424.0,0.6,0.927,19.0,17.9
Australia,2012.0,1.0,61.0,10.03,91.0,199.0,65.0,1.0,92.0,9.0,92.0,0.1,62245.129,22728254.0,0.6,0.93,19.0,17.4
Australia,2013.0,1.0,61.0,9.87,91.0,158.0,65.5,1.0,91.0,9.0,91.0,0.1,62245.129,23117353.0,0.6,0.933,19.0,16.9
Australia,2014.0,1.0,6.0,9.71,91.0,340.0,66.1,1.0,92.0,9.0,92.0,0.1,62214.6912,2346694.0,0.6,0.936,19.0,16.4
Australia,2015.0,1.0,59.0,6.44,93.0,74.0,66.6,1.0,93.0,7.01,93.0,0.1,56554.3876,23789338.0,0.6,0.937,19.0,15.9
Austria,2000.0,1.0,96.0,13.2,33.0,0.0,5.1,0.0,71.0,1.6,81.0,0.1,24517.26745,811566.0,1.7,0.833,15.4,44.2
Austria,2001.0,1.0,92.0,12.4,44.0,0.0,5.6,0.0,83.0,1.12,84.0,0.1,24489.73553,842293.0,1.7,0.837,15.5,44.2
Austria,2002.0,1.0,9.0,12.5,81.0,0.0,51.2,0.0,82.0,1.27,83.0,0.1,26351.37568,881957.0,1.7,0.847,16.1,44.2
Austria,2003.0,1.0,88.0,12.2,83.0,90.0,51.7,0.0,84.0,1.48,84.0,0.1,3212.9355,8121423.0,1.7,0.837,14.7,44.2
Austria,2004.0,1.0,86.0,12.1,83.0,15.0,52.2,0.0,83.0,1.56,83.0,0.1,36693.4262,8171966.0,1.7,0.841,14.7,44.2
Austria,2005.0,1.0,85.0,12.4,86.0,9.0,52.7,0.0,86.0,1.53,86.0,0.1,38242.4252,8227829.0,1.7,0.848,14.9,44.2
Austria,2006.0,1.0,81.0,12.4,83.0,23.0,53.2,0.0,83.0,1.35,83.0,0.1,443.99361,8268641.0,1.7,0.854,15.0,42.85
Austria,2007.0,1.0,8.0,12.5,85.0,20.0,53.7,0.0,85.0,1.4,85.0,0.1,46586.6525,8295487.0,1.7,0.86,15.2,41.3
Austria,2008.0,1.0,76.0,12.0,83.0,448.0,54.2,0.0,83.0,1.6,83.0,0.1,51386.37665,8321496.0,1.7,0.864,15.1,39.93333333333333
Austria,2009.0,1.0,77.0,11.3,83.0,49.0,54.7,0.0,83.0,9.0,83.0,0.1,47654.18721,8343323.0,1.7,0.87,15.3,38.56666666666667
Austria,2010.0,1.0,75.0,12.1,86.0,52.0,55.2,0.0,86.0,9.0,86.0,0.1,46657.629,836344.0,1.7,0.872,15.4,37.2
Austria,2011.0,1.0,73.0,12.04,89.0,68.0,55.7,0.0,89.0,1.94,89.0,0.1,51126.74139,8391643.0,1.7,0.88,15.7,36.06
Austria,2012.0,1.0,7.0,12.26,92.0,36.0,56.1,0.0,92.0,9.0,92.0,0.1,48333.57273,8429991.0,1.8,0.884,15.7,34.92
Austria,2013.0,1.0,68.0,11.82,95.0,0.0,56.6,0.0,95.0,9.0,95.0,0.1,554.71532,8479375.0,1.8,0.887,15.7,33.78
Austria,2014.0,1.0,66.0,12.32,98.0,117.0,57.1,0.0,98.0,9.0,98.0,0.1,51322.63997,8541575.0,1.8,0.892,15.9,32.64
Austria,2015.0,1.0,65.0,2.3,93.0,309.0,57.6,0.0,93.0,6.5920000000000005,93.0,0.1,43665.947,8633169.0,1.9,0.892,15.9,31.5
Azerbaijan,2000.0,0.0,16.0,0.65,74.8,210.0,42.1,11.0,75.0,4.67,76.0,0.1,655.974326,8486.0,3.2,0.636,10.1,28.8
Azerbaijan,2001.0,0.0,151.0,0.51,93.0,574.0,42.6,10.0,77.0,4.48,77.0,0.1,73.6838434,81112.0,3.1,0.642,10.4,28.26
Azerbaijan,2002.0,0.0,146.0,0.55,5.0,4353.0,43.1,9.0,8.0,4.47,76.0,0.1,763.73858,817195.0,3.1,0.651,10.6,27.72
Azerbaijan,2003.0,0.0,154.0,0.55,51.0,1978.0,43.6,8.0,79.0,6.56,77.0,0.1,883.6439965,82341.0,3.0,0.659,10.8,27.18
Azerbaijan,2004.0,0.0,154.0,0.62,5.0,827.0,44.2,8.0,78.0,7.92,77.0,0.1,145.2163,8365.0,3.0,0.668,11.0,26.64
Azerbaijan,2005.0,0.0,162.0,0.73,49.0,1238.0,44.7,7.0,79.0,7.86,75.0,0.1,1578.4239,839185.0,2.9,0.675,11.2,26.1
Azerbaijan,2006.0,0.0,154.0,0.85,52.0,222.0,45.3,7.0,8.0,6.17,78.0,0.1,2473.85776,848455.0,2.9,0.682,10.7,25.65
Azerbaijan,2007.0,0.0,14.0,1.02,62.0,0.0,45.9,7.0,81.0,5.1,79.0,0.1,3851.437869,85813.0,2.8,0.708,11.6,25.2
Azerbaijan,2008.0,0.0,141.0,1.18,68.0,5.0,46.6,6.0,85.0,4.37,81.0,0.1,5574.6382,87634.0,2.8,0.719,11.6,24.8
Azerbaijan,2009.0,0.0,132.0,2.1,74.0,0.0,47.3,6.0,84.0,5.85,81.0,0.1,495.294791,8947243.0,2.8,0.728,11.6,24.4
Azerbaijan,2010.0,0.0,13.0,1.98,8.0,0.0,48.0,6.0,85.0,5.33,81.0,0.1,5842.85784,954332.0,2.8,0.737,11.7,24.0
Azerbaijan,2011.0,0.0,125.0,1.98,84.0,0.0,48.8,6.0,91.0,5.1,87.0,0.1,7189.691229,917382.0,2.8,0.741,11.7,23.6
Azerbaijan,2012.0,0.0,123.0,0.01,88.0,0.0,49.7,6.0,92.0,5.37,89.0,0.1,7496.335728,9295784.0,2.8,0.742,11.8,23.2
Azerbaijan,2013.0,0.0,121.0,2.14,93.0,164.0,5.6,6.0,96.0,5.54,93.0,0.1,7875.756953,941681.0,2.8,0.745,11.9,22.8
Azerbaijan,2014.0,0.0,119.0,0.01,94.0,0.0,51.5,6.0,97.0,6.4,94.0,0.1,7891.299776,953579.0,2.8,0.752,12.2,22.4
Azerbaijan,2015.0,0.0,118.0,10.196000000000002,96.0,0.0,52.5,6.0,98.0,8.224,96.0,0.1,55.31382,9649341.0,2.8,0.758,12.7,22.0
Bahamas,2000.0,0.0,192.0,12.15,66.4,0.0,54.4,0.0,91.0,5.21,99.0,0.1,2759.1139114000007,2591313.6,2.7,0.291,12.0,12.1
Bahamas,2001.0,0.0,189.0,11.64,21.0,0.0,55.2,0.0,98.0,5.15,99.0,0.2,443.44957940000006,831123.4,2.7,0.779,12.1,12.02
Bahamas,2002.0,0.0,19.0,10.85,89.0,0.0,56.0,0.0,93.0,5.26,94.0,0.1,3082.3795120000004,8212154.0,2.6,0.781,12.1,11.94
Bahamas,2003.0,0.0,189.0,10.68,88.0,0.0,56.7,0.0,93.0,5.62,92.0,0.1,2759.1139114,2591313.6,2.6,0.783,12.2,11.86
Bahamas,2004.0,0.0,174.0,10.1,93.0,0.0,57.4,0.0,92.0,6.2,93.0,0.1,2852.9118372,1975051.8,2.6,0.784,12.3,11.78
